fpath,NACA_no,AoA,Mach,CD,CL
airfoils-1deg/NACA0310a_-1Re_50000M_0.3.jpg,NACA0310,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0311a_-1Re_50000M_0.3.jpg,NACA0311,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0312a_-1Re_50000M_0.3.jpg,NACA0312,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0313a_-1Re_50000M_0.3.jpg,NACA0313,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0314a_-1Re_50000M_0.3.jpg,NACA0314,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0315a_-1Re_50000M_0.3.jpg,NACA0315,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0316a_-1Re_50000M_0.3.jpg,NACA0316,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0317a_-1Re_50000M_0.3.jpg,NACA0317,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0318a_-1Re_50000M_0.3.jpg,NACA0318,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0319a_-1Re_50000M_0.3.jpg,NACA0319,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0320a_-1Re_50000M_0.3.jpg,NACA0320,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0321a_-1Re_50000M_0.3.jpg,NACA0321,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0322a_-1Re_50000M_0.3.jpg,NACA0322,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0323a_-1Re_50000M_0.3.jpg,NACA0323,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0324a_-1Re_50000M_0.3.jpg,NACA0324,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0328a_-1Re_50000M_0.3.jpg,NACA0328,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0329a_-1Re_50000M_0.3.jpg,NACA0329,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA0402a_-1Re_50000M_0.3.jpg,NACA0402,-1,0.3,0.01287,-0.1098
airfoils-1deg/NACA0404a_-1Re_50000M_0.3.jpg,NACA0404,-1,0.3,0.01352,-0.1025
airfoils-1deg/NACA0405a_-1Re_50000M_0.3.jpg,NACA0405,-1,0.3,0.01395,-0.0969
airfoils-1deg/NACA0406a_-1Re_50000M_0.3.jpg,NACA0406,-1,0.3,0.01448,-0.0886
airfoils-1deg/NACA0407a_-1Re_50000M_0.3.jpg,NACA0407,-1,0.3,0.01517,-0.0777
airfoils-1deg/NACA0408a_-1Re_50000M_0.3.jpg,NACA0408,-1,0.3,0.01607,-0.0627
airfoils-1deg/NACA0409a_-1Re_50000M_0.3.jpg,NACA0409,-1,0.3,0.01724,-0.0423
airfoils-1deg/NACA0410a_-1Re_50000M_0.3.jpg,NACA0410,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0411a_-1Re_50000M_0.3.jpg,NACA0411,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0412a_-1Re_50000M_0.3.jpg,NACA0412,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0413a_-1Re_50000M_0.3.jpg,NACA0413,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0414a_-1Re_50000M_0.3.jpg,NACA0414,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0415a_-1Re_50000M_0.3.jpg,NACA0415,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0416a_-1Re_50000M_0.3.jpg,NACA0416,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0417a_-1Re_50000M_0.3.jpg,NACA0417,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0418a_-1Re_50000M_0.3.jpg,NACA0418,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0419a_-1Re_50000M_0.3.jpg,NACA0419,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0420a_-1Re_50000M_0.3.jpg,NACA0420,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0421a_-1Re_50000M_0.3.jpg,NACA0421,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0422a_-1Re_50000M_0.3.jpg,NACA0422,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0423a_-1Re_50000M_0.3.jpg,NACA0423,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0424a_-1Re_50000M_0.3.jpg,NACA0424,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0428a_-1Re_50000M_0.3.jpg,NACA0428,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0429a_-1Re_50000M_0.3.jpg,NACA0429,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA0502a_-1Re_50000M_0.3.jpg,NACA0502,-1,0.3,0.01287,-0.1098
airfoils-1deg/NACA0504a_-1Re_50000M_0.3.jpg,NACA0504,-1,0.3,0.01352,-0.1025
airfoils-1deg/NACA0505a_-1Re_50000M_0.3.jpg,NACA0505,-1,0.3,0.01395,-0.0969
airfoils-1deg/NACA0506a_-1Re_50000M_0.3.jpg,NACA0506,-1,0.3,0.01448,-0.0886
airfoils-1deg/NACA0507a_-1Re_50000M_0.3.jpg,NACA0507,-1,0.3,0.01517,-0.0777
airfoils-1deg/NACA0508a_-1Re_50000M_0.3.jpg,NACA0508,-1,0.3,0.01607,-0.0627
airfoils-1deg/NACA0509a_-1Re_50000M_0.3.jpg,NACA0509,-1,0.3,0.01724,-0.0423
airfoils-1deg/NACA0510a_-1Re_50000M_0.3.jpg,NACA0510,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0511a_-1Re_50000M_0.3.jpg,NACA0511,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0512a_-1Re_50000M_0.3.jpg,NACA0512,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0513a_-1Re_50000M_0.3.jpg,NACA0513,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0514a_-1Re_50000M_0.3.jpg,NACA0514,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0515a_-1Re_50000M_0.3.jpg,NACA0515,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0516a_-1Re_50000M_0.3.jpg,NACA0516,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0517a_-1Re_50000M_0.3.jpg,NACA0517,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0518a_-1Re_50000M_0.3.jpg,NACA0518,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0519a_-1Re_50000M_0.3.jpg,NACA0519,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0520a_-1Re_50000M_0.3.jpg,NACA0520,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0521a_-1Re_50000M_0.3.jpg,NACA0521,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0522a_-1Re_50000M_0.3.jpg,NACA0522,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0523a_-1Re_50000M_0.3.jpg,NACA0523,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0524a_-1Re_50000M_0.3.jpg,NACA0524,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0528a_-1Re_50000M_0.3.jpg,NACA0528,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0529a_-1Re_50000M_0.3.jpg,NACA0529,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA0602a_-1Re_50000M_0.3.jpg,NACA0602,-1,0.3,0.01287,-0.1098
airfoils-1deg/NACA0604a_-1Re_50000M_0.3.jpg,NACA0604,-1,0.3,0.01352,-0.1025
airfoils-1deg/NACA0605a_-1Re_50000M_0.3.jpg,NACA0605,-1,0.3,0.01395,-0.0969
airfoils-1deg/NACA0606a_-1Re_50000M_0.3.jpg,NACA0606,-1,0.3,0.01448,-0.0886
airfoils-1deg/NACA0607a_-1Re_50000M_0.3.jpg,NACA0607,-1,0.3,0.01517,-0.0777
airfoils-1deg/NACA0608a_-1Re_50000M_0.3.jpg,NACA0608,-1,0.3,0.01607,-0.0627
airfoils-1deg/NACA0609a_-1Re_50000M_0.3.jpg,NACA0609,-1,0.3,0.01724,-0.0423
airfoils-1deg/NACA0610a_-1Re_50000M_0.3.jpg,NACA0610,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0611a_-1Re_50000M_0.3.jpg,NACA0611,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0612a_-1Re_50000M_0.3.jpg,NACA0612,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0613a_-1Re_50000M_0.3.jpg,NACA0613,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0614a_-1Re_50000M_0.3.jpg,NACA0614,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0615a_-1Re_50000M_0.3.jpg,NACA0615,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0616a_-1Re_50000M_0.3.jpg,NACA0616,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0617a_-1Re_50000M_0.3.jpg,NACA0617,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0618a_-1Re_50000M_0.3.jpg,NACA0618,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0619a_-1Re_50000M_0.3.jpg,NACA0619,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0620a_-1Re_50000M_0.3.jpg,NACA0620,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0621a_-1Re_50000M_0.3.jpg,NACA0621,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0622a_-1Re_50000M_0.3.jpg,NACA0622,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0623a_-1Re_50000M_0.3.jpg,NACA0623,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0624a_-1Re_50000M_0.3.jpg,NACA0624,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0628a_-1Re_50000M_0.3.jpg,NACA0628,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0629a_-1Re_50000M_0.3.jpg,NACA0629,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA0702a_-1Re_50000M_0.3.jpg,NACA0702,-1,0.3,0.01287,-0.1098
airfoils-1deg/NACA0704a_-1Re_50000M_0.3.jpg,NACA0704,-1,0.3,0.01352,-0.1025
airfoils-1deg/NACA0705a_-1Re_50000M_0.3.jpg,NACA0705,-1,0.3,0.01395,-0.0969
airfoils-1deg/NACA0706a_-1Re_50000M_0.3.jpg,NACA0706,-1,0.3,0.01448,-0.0886
airfoils-1deg/NACA0707a_-1Re_50000M_0.3.jpg,NACA0707,-1,0.3,0.01517,-0.0777
airfoils-1deg/NACA0708a_-1Re_50000M_0.3.jpg,NACA0708,-1,0.3,0.01607,-0.0627
airfoils-1deg/NACA0709a_-1Re_50000M_0.3.jpg,NACA0709,-1,0.3,0.01724,-0.0423
airfoils-1deg/NACA0710a_-1Re_50000M_0.3.jpg,NACA0710,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0711a_-1Re_50000M_0.3.jpg,NACA0711,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0712a_-1Re_50000M_0.3.jpg,NACA0712,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0713a_-1Re_50000M_0.3.jpg,NACA0713,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0714a_-1Re_50000M_0.3.jpg,NACA0714,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0715a_-1Re_50000M_0.3.jpg,NACA0715,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0716a_-1Re_50000M_0.3.jpg,NACA0716,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0717a_-1Re_50000M_0.3.jpg,NACA0717,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0718a_-1Re_50000M_0.3.jpg,NACA0718,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0719a_-1Re_50000M_0.3.jpg,NACA0719,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0720a_-1Re_50000M_0.3.jpg,NACA0720,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0721a_-1Re_50000M_0.3.jpg,NACA0721,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0722a_-1Re_50000M_0.3.jpg,NACA0722,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0723a_-1Re_50000M_0.3.jpg,NACA0723,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0724a_-1Re_50000M_0.3.jpg,NACA0724,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0728a_-1Re_50000M_0.3.jpg,NACA0728,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0729a_-1Re_50000M_0.3.jpg,NACA0729,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA0802a_-1Re_50000M_0.3.jpg,NACA0802,-1,0.3,0.01287,-0.1098
airfoils-1deg/NACA0804a_-1Re_50000M_0.3.jpg,NACA0804,-1,0.3,0.01352,-0.1025
airfoils-1deg/NACA0805a_-1Re_50000M_0.3.jpg,NACA0805,-1,0.3,0.01395,-0.0969
airfoils-1deg/NACA0806a_-1Re_50000M_0.3.jpg,NACA0806,-1,0.3,0.01448,-0.0886
airfoils-1deg/NACA0807a_-1Re_50000M_0.3.jpg,NACA0807,-1,0.3,0.01517,-0.0777
airfoils-1deg/NACA0808a_-1Re_50000M_0.3.jpg,NACA0808,-1,0.3,0.01607,-0.0627
airfoils-1deg/NACA0809a_-1Re_50000M_0.3.jpg,NACA0809,-1,0.3,0.01724,-0.0423
airfoils-1deg/NACA0810a_-1Re_50000M_0.3.jpg,NACA0810,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0811a_-1Re_50000M_0.3.jpg,NACA0811,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0812a_-1Re_50000M_0.3.jpg,NACA0812,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0813a_-1Re_50000M_0.3.jpg,NACA0813,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0814a_-1Re_50000M_0.3.jpg,NACA0814,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0815a_-1Re_50000M_0.3.jpg,NACA0815,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0816a_-1Re_50000M_0.3.jpg,NACA0816,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0817a_-1Re_50000M_0.3.jpg,NACA0817,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0818a_-1Re_50000M_0.3.jpg,NACA0818,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0819a_-1Re_50000M_0.3.jpg,NACA0819,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0820a_-1Re_50000M_0.3.jpg,NACA0820,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0821a_-1Re_50000M_0.3.jpg,NACA0821,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0822a_-1Re_50000M_0.3.jpg,NACA0822,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0823a_-1Re_50000M_0.3.jpg,NACA0823,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0824a_-1Re_50000M_0.3.jpg,NACA0824,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0828a_-1Re_50000M_0.3.jpg,NACA0828,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0829a_-1Re_50000M_0.3.jpg,NACA0829,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA0902a_-1Re_50000M_0.3.jpg,NACA0902,-1,0.3,0.01287,-0.1098
airfoils-1deg/NACA0904a_-1Re_50000M_0.3.jpg,NACA0904,-1,0.3,0.01352,-0.1025
airfoils-1deg/NACA0905a_-1Re_50000M_0.3.jpg,NACA0905,-1,0.3,0.01395,-0.0969
airfoils-1deg/NACA0906a_-1Re_50000M_0.3.jpg,NACA0906,-1,0.3,0.01448,-0.0886
airfoils-1deg/NACA0907a_-1Re_50000M_0.3.jpg,NACA0907,-1,0.3,0.01517,-0.0777
airfoils-1deg/NACA0908a_-1Re_50000M_0.3.jpg,NACA0908,-1,0.3,0.01607,-0.0627
airfoils-1deg/NACA0909a_-1Re_50000M_0.3.jpg,NACA0909,-1,0.3,0.01724,-0.0423
airfoils-1deg/NACA0910a_-1Re_50000M_0.3.jpg,NACA0910,-1,0.3,0.01875,-0.0165
airfoils-1deg/NACA0911a_-1Re_50000M_0.3.jpg,NACA0911,-1,0.3,0.02063,0.0125
airfoils-1deg/NACA0912a_-1Re_50000M_0.3.jpg,NACA0912,-1,0.3,0.02291,0.0407
airfoils-1deg/NACA0913a_-1Re_50000M_0.3.jpg,NACA0913,-1,0.3,0.02635,-0.0603
airfoils-1deg/NACA0914a_-1Re_50000M_0.3.jpg,NACA0914,-1,0.3,0.02922,-0.2075
airfoils-1deg/NACA0915a_-1Re_50000M_0.3.jpg,NACA0915,-1,0.3,0.03084,-0.3455
airfoils-1deg/NACA0916a_-1Re_50000M_0.3.jpg,NACA0916,-1,0.3,0.03217,-0.4352
airfoils-1deg/NACA0917a_-1Re_50000M_0.3.jpg,NACA0917,-1,0.3,0.0358,-0.4121
airfoils-1deg/NACA0918a_-1Re_50000M_0.3.jpg,NACA0918,-1,0.3,0.0396,-0.3681
airfoils-1deg/NACA0919a_-1Re_50000M_0.3.jpg,NACA0919,-1,0.3,0.04285,-0.3387
airfoils-1deg/NACA0920a_-1Re_50000M_0.3.jpg,NACA0920,-1,0.3,0.04691,-0.3054
airfoils-1deg/NACA0921a_-1Re_50000M_0.3.jpg,NACA0921,-1,0.3,0.05126,-0.2599
airfoils-1deg/NACA0922a_-1Re_50000M_0.3.jpg,NACA0922,-1,0.3,0.05525,-0.2376
airfoils-1deg/NACA0923a_-1Re_50000M_0.3.jpg,NACA0923,-1,0.3,0.0607,-0.1757
airfoils-1deg/NACA0924a_-1Re_50000M_0.3.jpg,NACA0924,-1,0.3,0.06694,-0.0612
airfoils-1deg/NACA0928a_-1Re_50000M_0.3.jpg,NACA0928,-1,0.3,0.09147,0.0715
airfoils-1deg/NACA0929a_-1Re_50000M_0.3.jpg,NACA0929,-1,0.3,0.09622,0.1139
airfoils-1deg/NACA1003a_-1Re_50000M_0.3.jpg,NACA1003,-1,0.3,0.01308,-0.0238
airfoils-1deg/NACA1004a_-1Re_50000M_0.3.jpg,NACA1004,-1,0.3,0.01342,-0.0249
airfoils-1deg/NACA1005a_-1Re_50000M_0.3.jpg,NACA1005,-1,0.3,0.01383,-0.0262
airfoils-1deg/NACA1006a_-1Re_50000M_0.3.jpg,NACA1006,-1,0.3,0.01432,-0.0275
airfoils-1deg/NACA1007a_-1Re_50000M_0.3.jpg,NACA1007,-1,0.3,0.01494,-0.0287
